school,page_type,stage,source_url,priority,need_dynamic,latest_status,latest_http_status,latest_title,latest_final_url,latest_crawled_at,latest_raw_file,latest_content_type,latest_char_count,usable_status,usable_title,usable_final_url,usable_crawled_at,usable_raw_file,usable_content_type,usable_char_count,attempt_count,success_count,last_success_at,raw_file_exists,needs_attention,attention_reason,latest_error
HKUST,orientation,orientation,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/moving-to-hong-kong,2,yes,success_dynamic,200.0,Moving to Hong Kong (for Non-Local Students) | HKUST Fok Ying Tung Graduate School,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/moving-to-hong-kong,2026-06-29T01:07:05+00:00,data/raw_pages/hkust__orientation__1fecd8a26f.txt,text/html,1481,success_dynamic,Moving to Hong Kong (for Non-Local Students) | HKUST Fok Ying Tung Graduate School,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/moving-to-hong-kong,2026-06-29T01:07:05+00:00,data/raw_pages/hkust__orientation__1fecd8a26f.txt,text/html,1481,2,2,2026-06-29T01:07:05+00:00,yes,no,,
Lingnan,accommodation,housing,https://www.ln.edu.hk/osa/student-experience/cultural-integration/planning-your-arrival/accommodation,1,no,success,200.0,Accommodation | Office of Student Affairs,https://www.ln.edu.hk/osa/student-experience/cultural-integration/planning-your-arrival/accommodation,2026-06-25T15:29:06+00:00,data/raw_pages/lingnan__accommodation__b3f417eee7.txt,text/html,5023,success,Accommodation | Office of Student Affairs,https://www.ln.edu.hk/osa/student-experience/cultural-integration/planning-your-arrival/accommodation,2026-06-25T15:29:06+00:00,data/raw_pages/lingnan__accommodation__b3f417eee7.txt,text/html,5023,1,1,2026-06-25T15:29:06+00:00,yes,no,,
Lingnan,admitted_student,offer_acceptance,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,1,no,success,200.0,Admission Information | School of Graduate Studies,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-25T15:28:57+00:00,data/raw_pages/lingnan__admitted_student__2c6fe37f4e.txt,text/html,6505,success,Admission Information | School of Graduate Studies,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-25T15:28:57+00:00,data/raw_pages/lingnan__admitted_student__2c6fe37f4e.txt,text/html,6505,1,1,2026-06-25T15:28:57+00:00,yes,no,,
Lingnan,registration,registration,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,1,no,success,200.0,Admission Information | School of Graduate Studies,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-25T15:29:09+00:00,data/raw_pages/lingnan__registration__2c6fe37f4e.txt,text/html,6505,success,Admission Information | School of Graduate Studies,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-25T15:29:09+00:00,data/raw_pages/lingnan__registration__2c6fe37f4e.txt,text/html,6505,1,1,2026-06-25T15:29:09+00:00,yes,no,,
Lingnan,visa,visa,https://www.ln.edu.hk/fb/tpo/applications/information-for-non-local-applicants,1,no,success,200.0,Information for Non-local Applicants | Taught Postgraduate Programmes Office (TPO),https://www.ln.edu.hk/fb/tpo/applications/information-for-non-local-applicants,2026-06-25T15:29:04+00:00,data/raw_pages/lingnan__visa__33c7e9e07f.txt,text/html,2598,success,Information for Non-local Applicants | Taught Postgraduate Programmes Office (TPO),https://www.ln.edu.hk/fb/tpo/applications/information-for-non-local-applicants,2026-06-25T15:29:04+00:00,data/raw_pages/lingnan__visa__33c7e9e07f.txt,text/html,2598,1,1,2026-06-25T15:29:04+00:00,yes,no,,
Lingnan,faq,general,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2,yes,success_dynamic,200.0,FAQs | Taught Postgraduate Programmes,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29T01:13:50+00:00,data/raw_pages/lingnan__faq__0872ef5a56.txt,text/html,4329,success_dynamic,FAQs | Taught Postgraduate Programmes,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29T01:13:50+00:00,data/raw_pages/lingnan__faq__0872ef5a56.txt,text/html,4329,2,2,2026-06-29T01:13:50+00:00,yes,no,,
Lingnan,orientation,orientation,https://www.ln.edu.hk/osa/student-experience/cultural-integration/orientation-and-support/orientation-for-non-local-taught-postgraduate-students,2,no,success,200.0,Orientation for Non-local Taught Postgraduate Students | Office of Student Affairs,https://www.ln.edu.hk/osa/student-experience/cultural-integration/orientation-and-support/orientation-for-non-local-taught-postgraduate-students,2026-06-25T15:29:10+00:00,data/raw_pages/lingnan__orientation__7f6128ddc7.txt,text/html,2105,success,Orientation for Non-local Taught Postgraduate Students | Office of Student Affairs,https://www.ln.edu.hk/osa/student-experience/cultural-integration/orientation-and-support/orientation-for-non-local-taught-postgraduate-students,2026-06-25T15:29:10+00:00,data/raw_pages/lingnan__orientation__7f6128ddc7.txt,text/html,2105,1,1,2026-06-25T15:29:10+00:00,yes,no,,
Lingnan,tuition,payment,https://www.ln.edu.hk/sgs/tpg,2,yes,success_dynamic,200.0,Taught Postgraduate Programmes,https://www.ln.edu.hk/sgs/tpg,2026-06-29T01:07:05+00:00,data/raw_pages/lingnan__tuition__7b55255fef.txt,text/html,861,success_dynamic,Taught Postgraduate Programmes,https://www.ln.edu.hk/sgs/tpg,2026-06-29T01:07:05+00:00,data/raw_pages/lingnan__tuition__7b55255fef.txt,text/html,861,2,2,2026-06-29T01:07:05+00:00,yes,no,,
PolyU,accommodation,housing,https://www.polyu.edu.hk/sao/student-resources-and-support-section/residential-life/,1,no,success,200.0,Residential Life | Student Affairs Office,https://www.polyu.edu.hk/sao/student-resources-and-support-section/residential-life/,2026-06-25T15:29:56+00:00,data/raw_pages/polyu__accommodation__c379374a46.txt,text/html,1494,success,Residential Life | Student Affairs Office,https://www.polyu.edu.hk/sao/student-resources-and-support-section/residential-life/,2026-06-25T15:29:56+00:00,data/raw_pages/polyu__accommodation__c379374a46.txt,text/html,1494,2,1,2026-06-25T15:29:56+00:00,yes,no,,
PolyU,offer_holder,offer_acceptance,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,1,no,success,200.0,Taught Postgraduate Programmes & Studies in Hong Kong | The Hong Kong Polytechnic University (PolyU),https://www.polyu.edu.hk/study/pg/taught-postgraduate,2026-06-25T15:28:03+00:00,data/raw_pages/polyu__offer_holder__3618d61205.txt,text/html,3103,success,Taught Postgraduate Programmes & Studies in Hong Kong | The Hong Kong Polytechnic University (PolyU),https://www.polyu.edu.hk/study/pg/taught-postgraduate,2026-06-25T15:28:03+00:00,data/raw_pages/polyu__offer_holder__3618d61205.txt,text/html,3103,1,1,2026-06-25T15:28:03+00:00,yes,no,,
PolyU,registration,registration,https://www.polyu.edu.hk/ar/students-in-taught-programmes/registration-information/programme-registration-enrolment/,1,no,success,200.0,Registration / Enrolment Arrangements,https://www.polyu.edu.hk/ar/students-in-taught-programmes/registration-information/programme-registration-enrolment/,2026-06-25T15:28:20+00:00,data/raw_pages/polyu__registration__9a36ae5989.txt,text/html,1176,success,Registration / Enrolment Arrangements,https://www.polyu.edu.hk/ar/students-in-taught-programmes/registration-information/programme-registration-enrolment/,2026-06-25T15:28:20+00:00,data/raw_pages/polyu__registration__9a36ae5989.txt,text/html,1176,1,1,2026-06-25T15:28:20+00:00,yes,no,,
PolyU,tuition,payment,https://www.polyu.edu.hk/study/pg/taught-postgraduate/tuition-fees-tpg,1,no,success,200.0,Tuition Fees (TPG) | The Hong Kong Polytechnic University (PolyU),https://www.polyu.edu.hk/study/pg/taught-postgraduate/tuition-fees-tpg,2026-06-25T15:28:15+00:00,data/raw_pages/polyu__tuition__7a0cb87fc1.txt,text/html,52543,success,Tuition Fees (TPG) | The Hong Kong Polytechnic University (PolyU),https://www.polyu.edu.hk/study/pg/taught-postgraduate/tuition-fees-tpg,2026-06-25T15:28:15+00:00,data/raw_pages/polyu__tuition__7a0cb87fc1.txt,text/html,52543,1,1,2026-06-25T15:28:15+00:00,yes,no,,
PolyU,visa,visa,https://www.polyu.edu.hk/ar/web/for-new-students/non-local-students/important-notes-for-non-local-students/,1,no,success,200.0,Home | Academic Registry,https://www.polyu.edu.hk/ar/,2026-06-25T15:28:09+00:00,data/raw_pages/polyu__visa__fece1a69f0.txt,text/html,1505,success,Home | Academic Registry,https://www.polyu.edu.hk/ar/,2026-06-25T15:28:09+00:00,data/raw_pages/polyu__visa__fece1a69f0.txt,text/html,1505,1,1,2026-06-25T15:28:09+00:00,yes,no,,
PolyU,faq,general,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2,no,success_dynamic,200.0,Frequently Asked Questions (TPG) | The Hong Kong Polytechnic University (PolyU),https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29T15:14:43+00:00,data/raw_pages/polyu__faq__16043ebe18.txt,text/html,19934,success_dynamic,Frequently Asked Questions (TPG) | The Hong Kong Polytechnic University (PolyU),https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29T15:14:43+00:00,data/raw_pages/polyu__faq__16043ebe18.txt,text/html,19934,3,3,2026-06-29T15:14:43+00:00,yes,no,,expanded_clicks=0; before_chars=18799; after_visible_chars=18799
PolyU,orientation,orientation,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/programmes-for-nls/orientation-and-welcoming-weeks/,2,no,success,200.0,Orientation and Welcoming Weeks | Student Affairs Office,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/programmes-for-nls/orientation-and-welcoming-weeks/,2026-06-25T15:28:22+00:00,data/raw_pages/polyu__orientation__1cf0ab32ab.txt,text/html,1394,success,Orientation and Welcoming Weeks | Student Affairs Office,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/programmes-for-nls/orientation-and-welcoming-weeks/,2026-06-25T15:28:22+00:00,data/raw_pages/polyu__orientation__1cf0ab32ab.txt,text/html,1394,1,1,2026-06-25T15:28:22+00:00,yes,no,,
